symbol,strategy,direction,regime,opened_at,closed_at,signal_score,entry_stages_filled,planned_capital_krw,used_capital_krw,total_notional_krw,average_entry,net_pnl_krw,gross_pnl_krw,fees_krw,slippage_krw,return_on_used_capital_pct,exit_reason,bars_held,funding_pnl_krw,net_pnl_before_funding_krw,fold
ETHUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-04-08 06:30:00+00:00,2026-04-08 14:00:00+00:00,85,1,30000,12000.0,60000.0,2253.004445,-852.7088201389186,-709.5602924899065,143.14852764901212,178.93446565315355,-7.105906834490988,STOP,31,0.0,-852.7088201389186,FOLD_C_LATEST_IN_WINDOW
ETHUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-04-09 18:30:00+00:00,2026-04-10 00:15:00+00:00,85,1,30000,12000.0,60000.0,2211.462225,-1058.1867773855643,-915.2851195289991,142.90165785656518,178.62541483636934,-8.818223144879703,STOP,24,0.0,-1058.1867773855643,FOLD_C_LATEST_IN_WINDOW
ETHUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-04-14 14:15:00+00:00,2026-04-14 14:30:00+00:00,90,1,30000,12000.0,60000.0,2384.9520700000003,-751.3520676766975,-608.0817657956524,143.2703018810452,179.08691211288868,-6.261267230639146,STOP,2,0.0,-751.3520676766975,FOLD_C_LATEST_IN_WINDOW
ETHUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-04-16 03:30:00+00:00,2026-04-16 07:45:00+00:00,85,1,30000,12000.0,60000.0,2363.269595,-776.1880416245688,-632.9475787190316,143.24046290553716,179.0495573613723,-6.468233680204739,STOP,18,0.0,-776.1880416245688,FOLD_C_LATEST_IN_WINDOW
ETHUSDT,HARD_VETO_SPLIT,LONG,BULL,2026-04-14 14:15:00+00:00,2026-04-14 14:30:00+00:00,90,1,30000,12000.0,60000.0,2384.9520700000003,-751.3520676766975,-608.0817657956524,143.2703018810452,179.08691211288868,-6.261267230639146,STOP,2,0.0,-751.3520676766975,FOLD_C_LATEST_IN_WINDOW
ETHUSDT,HARD_VETO_LONG_ONLY,LONG,BULL,2026-04-14 14:15:00+00:00,2026-04-14 14:30:00+00:00,90,1,30000,12000.0,60000.0,2384.9520700000003,-751.3520676766975,-608.0817657956524,143.2703018810452,179.08691211288868,-6.261267230639146,STOP,2,0.0,-751.3520676766975,FOLD_C_LATEST_IN_WINDOW
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-03 12:30:00+00:00,2026-02-03 15:15:00+00:00,90,1,30000,12000.0,60000.0,102.94934400000001,456.8532448007625,600.1330850986442,143.2798402978816,179.10155365028322,3.807110373339688,STOP,12,0.0,456.8532448007625,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-03 19:30:00+00:00,2026-02-03 20:30:00+00:00,90,1,21200,8480.0,42400.0,99.1979795,-1135.8334576502,-1032.8340567820615,102.99940086813847,128.74721688978266,-13.394262472290094,STOP,5,0.0,-1135.8334576502,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-04 07:15:00+00:00,2026-02-04 17:30:00+00:00,90,1,24800,9920.0,49600.0,97.5824065,2415.2339997550107,2531.236515935888,116.00251618087692,145.00916677888017,24.34711693301422,TP3_4.0R,42,0.0,2415.2339997550107,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-05 03:00:00+00:00,2026-02-05 09:00:00+00:00,85,1,19500,7800.0,39000.0,90.7406845,-1140.161136162992,-1045.3067680413426,94.8543681216496,118.5658749850506,-14.617450463628105,STOP,25,0.0,-1140.161136162992,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-05 14:15:00+00:00,2026-02-05 14:30:00+00:00,90,1,25400,10160.0,50800.0,89.27987900000001,-1124.7556844758274,-1001.6337240070188,123.1219604688084,153.9005431863541,-11.070429965313261,STOP,2,0.0,-1124.7556844758274,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-06 01:15:00+00:00,2026-02-06 13:00:00+00:00,90,1,7500,3000.0,15000.0,76.3163535,-1173.9466725717239,-1136.5827732438313,37.3638993278926,46.70242192907473,-39.131555752390796,STOP,48,0.0,-1173.9466725717239,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-07 10:15:00+00:00,2026-02-07 12:15:00+00:00,90,1,24100,9640.0,48200.0,84.94938450000001,-1127.6984464408108,-1010.8054798649729,116.89296657583796,146.1142626645539,-11.698116664323765,STOP,9,0.0,-1127.6984464408108,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-09 14:00:00+00:00,2026-02-09 14:30:00+00:00,85,1,30000,12000.0,60000.0,83.5794425,-1009.083004608958,-864.0461492298822,145.03685537907586,181.29453303271455,-8.409025038407984,STOP,3,0.0,-1009.083004608958,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-10 14:30:00+00:00,2026-02-10 16:00:00+00:00,85,1,30000,12000.0,60000.0,84.0507345,-801.1017581965909,-656.3141811791759,144.787577017415,180.98340177752016,-6.6758479849715915,STOP,7,0.0,-801.1017581965909,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-11 08:45:00+00:00,2026-02-11 14:00:00+00:00,90,1,28800,11520.0,57600.0,80.93940850000001,-1115.7398927877412,-976.3282988291462,139.41159395859495,174.2626878006144,-9.685242124893586,STOP,22,0.0,-1115.7398927877412,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-12 19:30:00+00:00,2026-02-13 08:45:00+00:00,90,1,22500,9000.0,45000.0,77.9618815,-1130.5642447079838,-1021.3386383419734,109.22560636601035,136.53001713811025,-12.56182494119982,STOP,54,0.0,-1130.5642447079838,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-16 16:45:00+00:00,2026-02-16 20:45:00+00:00,90,1,26600,10640.0,53200.0,83.80710050000002,-1121.7619481673285,-992.8904795918183,128.87146857551016,161.08746416260158,-10.542875452700455,STOP,17,0.0,-1121.7619481673285,FOLD_A_OLDEST
SOLUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-18 22:00:00+00:00,2026-02-19 01:00:00+00:00,85,1,30000,12000.0,60000.0,81.102164,-678.577980203747,-533.9372554971504,144.6407247065966,180.8001113246712,-5.6548165016978915,STOP,13,0.0,-678.577980203747,FOLD_A_OLDEST
